DATE,BATTERY DISCHARGED (kWh),BATTERY CHARGED (kWh),SOLAR PRODUCTION (kWh),HOME CONSUMPTION (kWh),GRID EXPORTED (kWh),GRID IMPORTED (kWh),BATTERY LEVEL (%)
2021-06-27T00:00:00,0,0,0,0.54,0,0.54,40
2021-06-27T01:00:00,0,0,0,0.63,0,0.63,40
2021-06-27T02:00:00,0,0,0,0.86,0,0.86,40
2021-06-27T03:00:00,0,0,0,0.56,0,0.56,40
2021-06-27T04:00:00,0,0,0,0.56,0,0.56,40
2021-06-27T05:00:00,0,0,0,0.56,0,0.56,40
2021-06-27T06:00:00,0,0,0.05,0.55,0,0.5,40
2021-06-27T07:00:00,0,0.12,0.55,0.55,0.01,0.14,40
2021-06-27T08:00:00,0,1,1.69,0.73,0.03,0.07,44
2021-06-27T09:00:00,0,2.05,2.8,0.71,0.07,0.04,54
2021-06-27T10:00:00,0.03,2.12,3.64,1.49,0.14,0.08,67
2021-06-27T11:00:00,0.02,2.9,4.24,1.32,0.15,0.09,81
2021-06-27T12:00:00,0.18,1.14,4.52,3.55,0.1,0.09,93
2021-06-27T13:00:00,0.38,1.04,4.48,3.63,0.22,0.03,98.5
2021-06-27T14:00:00,1.1,0.48,4.15,4.82,0.04,0.09,93
2021-06-27T15:00:00,1.97,0.01,3.61,5.68,0.02,0.12,89
2021-06-27T16:00:00,3.27,0,2.77,6.08,0.01,0.05,71
2021-06-27T17:00:00,1.87,0.33,1.7,3.31,0.04,0.11,56
2021-06-27T18:00:00,1.58,0.03,0.65,4.26,0.02,2.08,40
2021-06-27T19:00:00,0,0,0.1,4.46,0,4.36,40
2021-06-27T20:00:00,0,0,0,1.7,0,1.7,40
2021-06-27T21:00:00,0,0,0,2.2,0,2.2,40
2021-06-27T22:00:00,0,0,0,0.72,0,0.72,40
2021-06-27T23:00:00,0,0,0,0.66,0,0.66,40
2021-06-28T00:00:00,0,0,0,0.66,0,0.66,40
2021-06-28T01:00:00,0,0,0,0.66,0,0.66,40
2021-06-28T02:00:00,0,0,0,0.66,0,0.66,40
2021-06-28T03:00:00,0,0,0,0.66,0,0.66,40
2021-06-28T04:00:00,0,0,0,0.66,0,0.66,40
2021-06-28T05:00:00,0,0,0,0.64,0,0.64,40
2021-06-28T06:00:00,0,0,0.15,0.54,0,0.39,40
2021-06-28T07:00:00,0,0.19,0.71,0.62,0.01,0.11,40
2021-06-28T08:00:00,0.01,1.15,1.9,0.75,0.01,0.01,44
2021-06-28T09:00:00,0,2.28,3.09,0.75,0.08,0.01,56
2021-06-28T10:00:00,0,3,4,0.91,0.09,0,72
2021-06-28T11:00:00,0,2.81,4.62,1.75,0.07,0.01,88
2021-06-28T12:00:00,0.27,0.81,4.94,4.36,0.06,0.02,99
2021-06-28T13:00:00,0.56,0.45,4.97,4.1,1.05,0.06,98
2021-06-28T14:00:00,0.86,0.89,4.7,4.68,0.03,0.03,96
2021-06-28T15:00:00,1.31,0.29,4.08,4.85,0.31,0.07,94
2021-06-28T16:00:00,2.3,0,3.14,5.44,0,0.01,82
2021-06-28T17:00:00,2.6,0.06,1.93,4.46,0.07,0.06,69
2021-06-28T18:00:00,2.46,0.06,0.7,3.11,0.02,0.03,51
2021-06-28T19:00:00,0.73,0,0.14,3.11,0.01,2.25,40
2021-06-28T20:00:00,0,0,0,2.62,0,2.62,40
2021-06-28T21:00:00,0,0,0,2.09,0,2.09,40
2021-06-28T22:00:00,0,0,0,0.78,0,0.78,40
2021-06-28T23:00:00,0,0,0,0.56,0,0.56,40
2021-06-29T00:00:00,0,0,0,0.56,0,0.56,40
2021-06-29T01:00:00,0,0,0,0.56,0,0.56,40
2021-06-29T02:00:00,0,0,0,0.56,0,0.56,40
2021-06-29T03:00:00,0,0,0,0.56,0,0.56,40
2021-06-29T04:00:00,0,0,0,0.56,0,0.56,40
2021-06-29T05:00:00,0,0,0,0.54,0,0.54,40
2021-06-29T06:00:00,0,0,0.11,0.56,0,0.45,40
2021-06-29T07:00:00,0,0.22,0.7,0.61,0.01,0.13,40
2021-06-29T08:00:00,0.01,0.86,1.65,0.79,0.02,0.02,44
2021-06-29T09:00:00,0,1.97,2.71,0.69,0.05,0.01,53
2021-06-29T10:00:00,0,2.84,3.59,0.68,0.08,0.01,69
2021-06-29T11:00:00,0,2.47,4.15,1.64,0.06,0.02,84
2021-06-29T12:00:00,0.08,1.74,4.08,2.02,0.41,0.01,94
2021-06-29T13:00:00,0.02,0.01,4.6,2.58,2.04,0,99
2021-06-29T14:00:00,0.1,0.08,4.41,2.48,1.96,0.01,99
2021-06-29T15:00:00,1,0,3.67,4.64,0.07,0.04,97
2021-06-29T16:00:00,1.44,0.96,2.79,3.25,0.04,0.01,93
2021-06-29T17:00:00,1.96,0.5,1.55,3.02,0.02,0.02,84
2021-06-29T18:00:00,1.8,0.02,0.5,2.26,0.01,0,74
2021-06-29T19:00:00,3.7,0,0.12,3.83,0.01,0.01,56
2021-06-29T20:00:00,0.88,0,0,1.62,0,0.74,40
2021-06-29T21:00:00,0,0,0,0.77,0,0.77,40
2021-06-29T22:00:00,0,0,0,0.74,0,0.74,40
2021-06-29T23:00:00,0,0,0,0.72,0,0.72,40
2021-06-30T00:00:00,0,0,0,0.61,0,0.61,40
2021-06-30T01:00:00,0,0,0,0.56,0,0.56,40
2021-06-30T02:00:00,0,0,0,0.56,0,0.56,40
2021-06-30T03:00:00,0,0,0,0.56,0,0.56,40
2021-06-30T04:00:00,0,0,0,0.56,0,0.56,40
2021-06-30T05:00:00,0,0,0,0.55,0,0.55,40
2021-06-30T06:00:00,0,0,0.02,0.58,0,0.55,40
2021-06-30T07:00:00,0,0,0.25,0.53,0,0.28,40
2021-06-30T08:00:00,0,0,0.43,0.7,0,0.27,40
2021-06-30T09:00:00,0,0.01,0.59,0.68,0,0.1,40
2021-06-30T10:00:00,0,0.08,0.63,0.59,0,0.03,40
2021-06-30T11:00:00,0,0.21,0.8,0.6,0.02,0.03,41
2021-06-30T12:00:00,0,0.07,0.71,0.72,0,0.08,42
2021-06-30T13:00:00,0,0.53,1.29,0.76,0,0,43
2021-06-30T14:00:00,0,3.39,4.08,0.65,0.04,0,56
2021-06-30T15:00:00,0.14,2.33,4.22,2,0.03,0.01,77
2021-06-30T16:00:00,0.49,1.61,3.25,2.14,0.01,0.01,84
2021-06-30T17:00:00,0.94,0.82,2.02,2.15,0.03,0.03,84
2021-06-30T18:00:00,2.13,0.11,0.77,2.8,0.01,0.01,79
2021-06-30T19:00:00,3.57,0,0.15,3.72,0.01,0.01,61
2021-06-30T20:00:00,0.63,0,0,0.63,0,0,46
2021-06-30T21:00:00,0.68,0,0,0.77,0,0.1,42
2021-06-30T22:00:00,0,0,0,0.88,0,0.88,40
2021-06-30T23:00:00,0,0,0,0.6,0,0.6,40
2021-07-01T00:00:00,0,0,0,0.55,0,0.55,40
2021-07-01T01:00:00,0,0,0,0.56,0,0.56,40
2021-07-01T02:00:00,0,0,0,0.55,0,0.55,40
2021-07-01T03:00:00,0,0,0,0.55,0,0.55,40
2021-07-01T04:00:00,0,0,0,0.55,0,0.55,40
2021-07-01T05:00:00,0,0,0,0.55,0,0.55,40
2021-07-01T06:00:00,0,0,0,0.52,0,0.52,40
2021-07-01T07:00:00,0,0,0.12,0.67,0,0.54,40
2021-07-01T08:00:00,0,0,0.31,0.86,0,0.55,40
2021-07-01T09:00:00,0,0,0.65,1.68,0,1.03,40
2021-07-01T10:00:00,0,0.49,1.11,0.63,0.02,0.04,41
2021-07-01T11:00:00,0,2.65,3.29,0.59,0.07,0.02,51
2021-07-01T12:00:00,0,3.57,4.23,0.62,0.08,0.03,72
2021-07-01T13:00:00,0.13,1.94,4.17,2.31,0.1,0.05,90
2021-07-01T14:00:00,0.88,0.12,3.91,4.68,0.08,0.1,88
2021-07-01T15:00:00,1,0.63,3.48,3.82,0.1,0.07,85
2021-07-01T16:00:00,1.71,0.2,2.71,4.19,0.16,0.14,77
2021-07-01T17:00:00,2.44,0.32,1.61,3.73,0.04,0.04,66
2021-07-01T18:00:00,2.5,0.04,0.58,3.15,0.02,0.12,48
2021-07-01T19:00:00,0.78,0,0.07,3.18,0,2.34,40
2021-07-01T20:00:00,0,0,0,1.88,0,1.88,40
2021-07-01T21:00:00,0,0,0,0.98,0,0.98,40
2021-07-01T22:00:00,0,0,0,0.66,0,0.66,40
2021-07-01T23:00:00,0,0,0,0.66,0,0.66,40
2021-07-02T00:00:00,0,0,0,0.55,0,0.55,40
2021-07-02T01:00:00,0,0,0,0.55,0,0.55,40
2021-07-02T02:00:00,0,0,0,0.55,0,0.55,40
2021-07-02T03:00:00,0,0,0,0.55,0,0.55,40
2021-07-02T04:00:00,0,0,0,0.59,0,0.59,40
2021-07-02T05:00:00,0,0,0,0.73,0,0.73,40
2021-07-02T06:00:00,0,0,0.06,0.56,0,0.5,40
2021-07-02T07:00:00,0,0.03,0.43,0.61,0.01,0.22,40
2021-07-02T08:00:00,0,0.66,1.35,0.79,0.03,0.12,43
2021-07-02T09:00:00,0,1.69,2.44,0.79,0.07,0.11,50
2021-07-02T10:00:00,0,2.58,3.51,0.87,0.09,0.02,63
2021-07-02T11:00:00,0,2.52,4.06,1.47,0.09,0.02,76
2021-07-02T12:00:00,0.67,2.25,4.29,2.66,0.09,0.04,89
2021-07-02T13:00:00,0.87,1.35,4.25,3.78,0.07,0.07,94
2021-07-02T14:00:00,2.13,0.77,4.04,5.42,0.04,0.08,92
2021-07-02T15:00:00,1.38,1.34,3.56,3.65,0.07,0.13,86
2021-07-02T16:00:00,0.85,0.52,2.74,3.08,0.03,0.04,85
2021-07-02T17:00:00,1.8,0.17,1.76,3.38,0.04,0.03,77
2021-07-02T18:00:00,3.47,0.02,0.53,4.05,0.01,0.09,60
2021-07-02T19:00:00,1.56,0.01,0.16,2.56,0.01,0.86,42
2021-07-02T20:00:00,0,0.03,0,2.24,0,2.27,40
2021-07-02T21:00:00,0,0,0,0.77,0,0.77,40
2021-07-02T22:00:00,0,0,0,0.56,0,0.56,40
2021-07-02T23:00:00,0,0,0,0.66,0,0.66,40
2021-07-03T00:00:00,0,0,0,0.63,0,0.63,40
2021-07-03T01:00:00,0,0,0,0.56,0,0.56,40
2021-07-03T02:00:00,0,0,0,0.56,0,0.56,40
2021-07-03T03:00:00,0,0,0,0.55,0,0.55,40
2021-07-03T04:00:00,0,0,0,0.56,0,0.56,40
2021-07-03T05:00:00,0,0,0,0.56,0,0.56,40
2021-07-03T06:00:00,0,0,0.05,0.55,0,0.5,40
2021-07-03T07:00:00,0,0,0,0.65,0,0.65,40
2021-07-03T08:00:00,0,0.23,0.36,0.61,0.03,0.51,40
2021-07-03T09:00:00,0,2.21,2.85,0.58,0.09,0.02,49
2021-07-03T10:00:00,0,2.65,3.86,1.15,0.08,0.01,66
2021-07-03T11:00:00,0,2.61,4.47,1.8,0.07,0.01,78
2021-07-03T12:00:00,0.85,2.22,4.71,3.32,0.07,0.05,88
2021-07-03T13:00:00,0.65,0.77,4.55,4.49,0.07,0.13,95
2021-07-03T14:00:00,0.47,1.49,4.31,2.96,0.35,0.03,98
2021-07-03T15:00:00,2.15,0.67,3.71,5.33,0.06,0.19,95
2021-07-03T16:00:00,3.91,0,2.9,6.86,0.01,0.05,78
2021-07-03T17:00:00,3.69,0,1.58,6.13,0,0.86,41
2021-07-03T18:00:00,0,0.01,0.28,4.31,0,4.04,40
2021-07-03T19:00:00,0,0,0,2.32,0,2.32,40
2021-07-03T20:00:00,0,0,0,1.72,0,1.72,40
2021-07-03T21:00:00,0,0,0,1.43,0,1.43,40
2021-07-03T22:00:00,0,0,0,0.56,0,0.56,40
2021-07-03T23:00:00,0,0,0,0.55,0,0.55,40
2021-07-04T00:00:00,0,0,0,0.56,0,0.56,40
2021-07-04T01:00:00,0,0,0,0.57,0,0.57,40
2021-07-04T02:00:00,0,0,0,0.57,0,0.57,40
2021-07-04T03:00:00,0,0,0,0.57,0,0.57,40
2021-07-04T04:00:00,0,0,0,0.71,0,0.71,40
2021-07-04T05:00:00,0,0,0,0.59,0,0.59,40
2021-07-04T06:00:00,0,0,0,0.56,0,0.56,40
2021-07-04T07:00:00,0,0,0,0.66,0,0.66,40
2021-07-04T08:00:00,0,0.33,0.49,0.68,0.02,0.54,40
2021-07-04T09:00:00,0,2.65,3.36,0.65,0.09,0.02,51
2021-07-04T10:00:00,0,3.42,4.16,0.68,0.08,0.01,70
2021-07-04T11:00:00,0,3.68,4.74,0.69,0.37,0,93
2021-07-04T12:00:00,0,0.16,5.06,2.19,2.71,0,100
2021-07-04T13:00:00,0,0,5.07,1.55,3.53,0,100
2021-07-04T14:00:00,0.01,0,4.75,2.09,2.67,0,100
2021-07-04T15:00:00,0.3,0.02,4.16,4.04,0.4,0,99
2021-07-04T16:00:00,0.8,0.55,3.28,3.52,0.02,0.01,96
2021-07-04T17:00:00,1.06,0.7,1.98,2.33,0.02,0.01,93.5
2021-07-04T18:00:00,0.98,0.09,0.74,1.63,0.01,0.01,88
2021-07-04T19:00:00,2.03,0,0.11,2.14,0.01,0.01,79
2021-07-04T20:00:00,1.27,0,0,1.27,0.01,0,68
2021-07-04T21:00:00,1.7,0,0,1.7,0,0.01,58
2021-07-04T22:00:00,0.55,0,0,0.55,0,0,53
2021-07-04T23:00:00,0.6,0,0,0.6,0,0,49
2021-07-05T00:00:00,0.6,0,0,0.6,0,0,46
2021-07-05T01:00:00,0.63,0,0,0.65,0,0.02,42
2021-07-05T02:00:00,0,0,0,0.55,0,0.55,40
2021-07-05T03:00:00,0,0,0,0.6,0,0.6,40
2021-07-05T04:00:00,0,0,0,0.55,0,0.55,40
2021-07-05T05:00:00,0,0,0,0.55,0,0.55,40
2021-07-05T06:00:00,0,0,0.01,0.64,0,0.63,40
2021-07-05T07:00:00,0,0,0.14,0.73,0,0.59,40
2021-07-05T08:00:00,0,0,0.28,0.61,0,0.33,40
2021-07-05T09:00:00,0,0.42,1,0.6,0.06,0.08,41
2021-07-05T10:00:00,0,0.97,1.59,0.59,0.08,0.05,46
2021-07-05T11:00:00,0,1.17,1.79,0.62,0.07,0.07,53
2021-07-05T12:00:00,0,1.44,2.06,0.61,0.09,0.08,61
2021-07-05T13:00:00,0.44,0.28,1.07,1.49,0.05,0.32,63
2021-07-05T14:00:00,0,0,0,2.05,0,2.05,63
2021-07-05T15:00:00,0,0,0,4.06,0,4.06,63
2021-07-05T16:00:00,1.01,0.04,0.38,4.34,0.02,3.01,57
2021-07-05T17:00:00,0,0.14,0.47,0.6,0.03,0.3,57
2021-07-05T18:00:00,2.65,0.01,0.28,3.59,0.01,0.68,44
2021-07-05T19:00:00,0,0.01,0.04,2.27,0,2.24,40
2021-07-05T20:00:00,0,0,0,1.39,0,1.39,40
2021-07-05T21:00:00,0,0,0,0.94,0,0.94,40
2021-07-05T22:00:00,0,0,0,0.55,0,0.55,40
2021-07-05T23:00:00,0,0,0,0.59,0,0.59,40
2021-07-06T00:00:00,0,0,0,0.76,0,0.76,40
2021-07-06T01:00:00,0,0,0,0.6,0,0.6,40
2021-07-06T02:00:00,0,0,0,0.56,0,0.56,40
2021-07-06T03:00:00,0,0,0,0.55,0,0.55,40
2021-07-06T04:00:00,0,0,0,0.55,0,0.55,40
2021-07-06T05:00:00,0,0,0,0.61,0,0.61,40
2021-07-06T06:00:00,0,0,0.12,0.7,0,0.58,40
2021-07-06T07:00:00,0,0,0.44,0.74,0,0.3,40
2021-07-06T08:00:00,0,0.13,1.1,1.45,0,0.48,41
2021-07-06T09:00:00,0,0.85,1.96,1.22,0.02,0.13,42
2021-07-06T10:00:00,0,3.34,3.92,0.51,0.07,0,57
2021-07-06T11:00:00,0,4.21,4.81,0.52,0.08,0,81
2021-07-06T12:00:00,0,1.68,5.15,0.62,2.85,0,99
2021-07-06T13:00:00,0,0,5.11,1.2,3.91,0,100
2021-07-06T14:00:00,0,0,4.82,1.86,2.95,0,100
2021-07-06T15:00:00,0.98,0.04,4.22,4.5,0.67,0.01,97
2021-07-06T16:00:00,1.14,0.22,3.22,4.13,0.01,0.01,89
2021-07-06T17:00:00,1.62,0.47,1.97,3.12,0.01,0.02,84
2021-07-06T18:00:00,1.61,0.04,0.71,2.29,0.01,0.01,72
2021-07-06T19:00:00,4.35,0,0.13,4.49,0,0.01,53
2021-07-06T20:00:00,0.37,0,0,1.84,0,1.47,40
2021-07-06T21:00:00,0,0,0,1.46,0,1.46,40
2021-07-06T22:00:00,0,0,0,0.5,0,0.5,40
2021-07-06T23:00:00,0,0,0,0.55,0,0.55,40
2021-07-07T00:00:00,0,0,0,0.69,0,0.69,40
2021-07-07T01:00:00,0,0,0,0.59,0,0.59,40
2021-07-07T02:00:00,0,0,0,0.56,0,0.56,40
2021-07-07T03:00:00,0,0,0,0.55,0,0.55,40
2021-07-07T04:00:00,0,0,0,0.56,0,0.56,40
2021-07-07T05:00:00,0,0,0,0.55,0,0.55,40
2021-07-07T06:00:00,0,0,0.12,0.52,0,0.4,40
2021-07-07T07:00:00,0,0.4,0.92,0.59,0.02,0.09,41
2021-07-07T08:00:00,0.01,1.28,1.89,0.59,0.04,0.01,46
2021-07-07T09:00:00,0,2.61,3.21,0.55,0.08,0.03,59
2021-07-07T10:00:00,0,3.58,4.16,0.5,0.08,0,78
2021-07-07T11:00:00,0,2.21,4.75,0.58,1.96,0,99
2021-07-07T12:00:00,0,0,5.07,0.63,4.44,0,100
2021-07-07T13:00:00,0.92,0.48,5.07,4.33,1.18,0.02,97
2021-07-07T14:00:00,1.22,0.67,4.8,5.34,0.03,0.02,92.5
2021-07-07T15:00:00,1.09,0.85,4.17,4.4,0.03,0.02,95.5
2021-07-07T16:00:00,2.13,0,3.19,5.32,0.01,0.01,83
2021-07-07T17:00:00,1.97,0.42,1.95,3.58,0.09,0.16,73
2021-07-07T18:00:00,3.14,0.03,0.74,3.86,0.01,0.02,58
2021-07-07T19:00:00,1.1,0,0.13,3.11,0,1.89,40
2021-07-07T20:00:00,0,0,0,1.61,0,1.61,40
2021-07-07T21:00:00,0,0,0,1.64,0,1.64,40
2021-07-07T22:00:00,0,0,0,0.55,0,0.55,40
2021-07-07T23:00:00,0,0,0,0.56,0,0.56,40
2021-07-08T00:00:00,0,0,0,0.56,0,0.56,40
2021-07-08T01:00:00,0,0,0,0.82,0,0.82,40
2021-07-08T02:00:00,0,0,0,0.55,0,0.55,40
2021-07-08T03:00:00,0,0,0,0.56,0,0.56,40
2021-07-08T04:00:00,0,0,0,0.57,0,0.57,40
2021-07-08T05:00:00,0,0,0,0.55,0,0.55,40
2021-07-08T06:00:00,0,0,0.1,0.54,0,0.44,40
2021-07-08T07:00:00,0,0.16,0.58,0.6,0.01,0.19,40
2021-07-08T08:00:00,0,1.23,1.83,0.61,0.02,0.03,44
2021-07-08T09:00:00,0.47,0.44,0.55,0.57,0.02,0.01,49
2021-07-08T10:00:00,0,2.75,3.52,0.78,0.1,0.1,57
2021-07-08T11:00:00,0,3.15,4.53,1.33,0.08,0.02,74
2021-07-08T12:00:00,0.55,2.35,4.89,3.05,0.08,0.04,89
2021-07-08T13:00:00,0.78,0.75,4.91,5.02,0.07,0.14,95
2021-07-08T14:00:00,1.5,0.04,4.41,5.95,0.11,0.2,86
2021-07-08T15:00:00,1.97,0,4.05,6.08,0.01,0.06,78
2021-07-08T16:00:00,2.64,0,3.11,5.79,0.01,0.05,61
2021-07-08T17:00:00,1.56,0.27,1.9,3.19,0.02,0.02,46
2021-07-08T18:00:00,0.83,0.09,0.68,4.2,0,2.78,40
2021-07-08T19:00:00,0,0,0.12,4.12,0,4.01,40
2021-07-08T20:00:00,0,0,0,2.75,0,2.75,40
2021-07-08T21:00:00,0,0,0,1.81,0,1.81,40
2021-07-08T22:00:00,0,0,0,0.48,0,0.48,40
2021-07-08T23:00:00,0,0,0,0.52,0,0.52,40
2021-07-09T00:00:00,0,0,0,0.55,0,0.55,40
2021-07-09T01:00:00,0,0,0,0.54,0,0.54,40
2021-07-09T02:00:00,0,0,0,0.56,0,0.56,40
2021-07-09T03:00:00,0,0,0,0.57,0,0.57,40
2021-07-09T04:00:00,0,0,0,0.78,0,0.78,40
2021-07-09T05:00:00,0,0,0,0.57,0,0.57,40
2021-07-09T06:00:00,0,0,0.1,0.55,0,0.45,40
2021-07-09T07:00:00,0,0.09,0.57,0.64,0.01,0.17,40
2021-07-09T08:00:00,0,1.07,1.69,0.6,0.05,0.01,44
2021-07-09T09:00:00,0,2.29,2.94,0.58,0.07,0,55
2021-07-09T10:00:00,0.86,0.51,3.42,4.68,0.04,0.96,61.5
2021-07-09T11:00:00,1.26,1.97,4.21,3.59,0.08,0.17,59
2021-07-09T12:00:00,1.96,0.71,4.34,5.77,0.03,0.21,59
2021-07-09T13:00:00,1.63,0.91,4.4,5.4,0.03,0.3,51
2021-07-09T14:00:00,1.32,0.01,4.28,6.19,0.01,0.61,42
2021-07-09T15:00:00,0,0,4.07,6.11,0,2.04,40
2021-07-09T16:00:00,0,0,3.1,5.93,0,2.83,40
2021-07-09T17:00:00,0,0.07,1.75,5.23,0,3.56,40
2021-07-09T18:00:00,0,0.05,0.6,4.99,0.04,4.43,41
2021-07-09T19:00:00,0,0,0.17,4.34,0,4.17,41
2021-07-09T20:00:00,0,0,0,3.74,0,3.74,41
2021-07-09T21:00:00,0,0,0,1.87,0,1.87,41
2021-07-09T22:00:00,0,0,0,0.93,0,0.93,41
2021-07-09T23:00:00,0,0,0,0.69,0,0.69,41
2021-07-10T00:00:00,0,0,0,0.81,0,0.81,41
2021-07-10T01:00:00,0,0,0,0.57,0,0.57,41
2021-07-10T02:00:00,0,0,0,0.73,0,0.73,41
2021-07-10T03:00:00,0,0,0,0.62,0,0.62,41
2021-07-10T04:00:00,0,0,0,0.73,0,0.73,41
2021-07-10T05:00:00,0,0,0,0.6,0,0.6,41
2021-07-10T06:00:00,0,0,0.1,0.56,0,0.46,41
2021-07-10T07:00:00,0,0.16,0.64,0.66,0.01,0.19,41
2021-07-10T08:00:00,0.02,1.1,1.78,0.69,0.03,0.02,45
2021-07-10T09:00:00,0.15,1.79,2.96,1.27,0.07,0.02,56
2021-07-10T10:00:00,0.16,2.64,3.9,1.32,0.09,0,65
2021-07-10T11:00:00,0,3.61,4.22,0.56,0.11,0.05,87
2021-07-10T12:00:00,0.23,1.28,4.73,1.19,2.54,0.05,99.5
2021-07-10T13:00:00,4.59,0.03,2.41,7.92,0.01,0.97,82
2021-07-10T14:00:00,1.53,0.79,4.34,5.41,0.04,0.37,67
2021-07-10T15:00:00,3.37,0,3.28,6.95,0.01,0.31,52
2021-07-10T16:00:00,0.47,0.49,3.07,4.1,0.01,1.05,41
2021-07-10T17:00:00,0,1.29,1.87,0.58,0.01,0,49
2021-07-10T18:00:00,1.89,0.17,0.72,5.71,0,3.27,40
2021-07-10T19:00:00,0,0,0.15,4.67,0,4.53,40
2021-07-10T20:00:00,0.04,0,0,2.27,0,2.23,40
2021-07-10T21:00:00,0.05,0,0,2.16,0,2.1,40
2021-07-10T22:00:00,0,0,0,0.56,0,0.56,40
2021-07-10T23:00:00,0,0,0,0.55,0,0.55,40
2021-07-11T00:00:00,0,0,0,0.56,0,0.56,40
2021-07-11T01:00:00,0,0,0,0.56,0,0.56,40
2021-07-11T02:00:00,0,0,0,0.75,0,0.75,40
2021-07-11T03:00:00,0,0,0,0.56,0,0.56,40
2021-07-11T04:00:00,0,0,0,0.56,0,0.56,40
2021-07-11T05:00:00,0,0,0,0.56,0,0.56,40
2021-07-11T06:00:00,0,0,0.11,0.53,0,0.42,40
2021-07-11T07:00:00,0,0.15,0.62,0.68,0.02,0.23,40
2021-07-11T08:00:00,0,0.82,1.77,0.96,0.03,0.03,43
2021-07-11T09:00:00,0,2.11,2.98,0.8,0.09,0.02,54
2021-07-11T10:00:00,0,2.72,3.91,1.12,0.08,0.01,68
2021-07-11T11:00:00,0.11,0.65,4.53,4,0.02,0.02,76
2021-07-11T12:00:00,1.22,1.25,4.74,4.71,0.04,0.04,79
2021-07-11T13:00:00,0.65,0.5,4.92,5.06,0.03,0.02,78.5
2021-07-11T14:00:00,0.83,1.02,4.63,4.43,0.03,0.02,75
2021-07-11T15:00:00,1.59,1.51,4.03,4.08,0.04,0.01,77.5
2021-07-11T16:00:00,3.05,0,2.87,6.22,0.01,0.3,63
2021-07-11T17:00:00,2.57,0,1.78,6.51,0,2.17,40
2021-07-11T18:00:00,0,0,0.69,5.23,0,4.54,40
2021-07-11T19:00:00,0,0,0.15,2.68,0,2.53,40
2021-07-11T20:00:00,0,0,0,2.06,0,2.06,40
2021-07-11T21:00:00,0,0,0,1.23,0,1.23,40
2021-07-11T22:00:00,0,0,0,0.8,0,0.8,40
2021-07-11T23:00:00,0,0,0,0.55,0,0.55,40
2021-07-12T00:00:00,0,0,0,0.56,0,0.56,40
2021-07-12T01:00:00,0,0,0,0.56,0,0.56,40
2021-07-12T02:00:00,0,0,0,0.57,0,0.57,40
2021-07-12T03:00:00,0,0,0,0.73,0,0.73,40
2021-07-12T04:00:00,0,0,0,0.56,0,0.56,40
2021-07-12T05:00:00,0,0,0,0.55,0,0.55,40
2021-07-12T06:00:00,0,0,0.09,0.54,0,0.45,40
2021-07-12T07:00:00,0,0.03,0.59,0.81,0,0.26,40
2021-07-12T08:00:00,0,1.03,1.74,0.7,0.03,0.02,43
2021-07-12T09:00:00,0,2.39,2.97,0.5,0.08,0,55
2021-07-12T10:00:00,0,3.4,3.99,0.51,0.08,0,73
2021-07-12T11:00:00,0,3.16,4.66,1.28,0.22,0,95
2021-07-12T12:00:00,0.14,0.14,4.91,0.97,3.93,0,100
2021-07-12T13:00:00,0.65,0.87,4.89,3.59,1.1,0.01,99
2021-07-12T14:00:00,0.57,0.55,4.62,3.88,0.76,0.01,99
2021-07-12T15:00:00,1.45,0,4.04,5.5,0,0.01,92
2021-07-12T16:00:00,1.9,0,3.07,4.98,0,0.01,82
2021-07-12T17:00:00,1.32,0.66,1.86,2.52,0.02,0.01,76
2021-07-12T18:00:00,3.85,0,0.7,4.56,0.01,0.01,58
2021-07-12T19:00:00,1.34,0,0.16,3.72,0,2.22,40
2021-07-12T20:00:00,0,0,0,2.6,0,2.6,40
2021-07-12T21:00:00,0,0,0,2.36,0,2.36,40
2021-07-12T22:00:00,0,0,0,0.64,0,0.64,40
2021-07-12T23:00:00,0,0,0,0.65,0,0.65,40
2021-07-13T00:00:00,0,0,0,0.57,0,0.57,40
2021-07-13T01:00:00,0,0,0,0.56,0,0.56,40
2021-07-13T02:00:00,0,0,0,0.56,0,0.56,40
2021-07-13T03:00:00,0,0,0,0.56,0,0.56,40
2021-07-13T04:00:00,0,0,0,0.55,0,0.55,40
2021-07-13T05:00:00,0,0,0,0.55,0,0.55,40
2021-07-13T06:00:00,0,0,0.02,0.54,0,0.52,40
2021-07-13T07:00:00,0,0,0.25,0.75,0,0.5,40
2021-07-13T08:00:00,0,0.24,0.84,0.74,0.01,0.14,40
2021-07-13T09:00:00,0,1.93,2.82,0.87,0.07,0.04,47
2021-07-13T10:00:00,0,3.22,3.95,0.66,0.07,0,65
2021-07-13T11:00:00,0.41,2.07,4.62,2.94,0.07,0.05,82
2021-07-13T12:00:00,0.59,1.4,4.71,3.88,0.08,0.05,85
2021-07-13T13:00:00,0.48,0.79,4.8,4.45,0.06,0.03,88.5
2021-07-13T14:00:00,0.97,0.69,4.6,4.86,0.03,0.02,87
2021-07-13T15:00:00,0.89,0.71,4.07,4.23,0.03,0.02,84
2021-07-13T16:00:00,2.55,0.41,3.03,5.22,0.02,0.08,76
2021-07-13T17:00:00,2.52,0.25,1.84,4.12,0.02,0.02,62
2021-07-13T18:00:00,2.36,0.07,0.68,2.99,0,0.01,48
